price,year,manufacturer,model,condition,odometer,transmission,lat,long
10400,2012.0,volkswagen,golf tdi,like new,48.0,automatic,36.9148,-76.2437
22998,2011.0,toyota,tundra crewmax,like new,117.0,automatic,36.9148,-76.2437
17000,2010.0,toyota,tundra,like new,136.0,automatic,36.9148,-76.2437
7995,2010.0,subaru,forester 2.5x,good,112.0,manual,36.9148,-76.2437
7350,2011.0,,SCION XD,good,74.0,manual,36.9148,-76.2437
19498,2012.0,ram,1500 sport 4x4,excellent,126.0,automatic,36.9148,-76.2437
15995,2004.0,,HUMMER H2,,115239.0,automatic,36.8045,-76.385
24998,2015.0,ram,1500 express,like new,25220.0,automatic,36.9148,-76.2437
13500,2011.0,nissan,frontier sv,excellent,130.0,automatic,36.9148,-76.2437
5995,2009.0,nissan,cube cvt,good,71.0,automatic,36.9148,-76.2437
19998,2009.0,nissan,370z nismo,like new,66.0,manual,36.9148,-76.2437
4399,2006.0,nissan,altima 2.5 s,good,88.0,automatic,36.9148,-76.2437
0,2014.0,ram,1500,,60068.0,automatic,36.918,-76.2004
22498,2012.0,jeep,wrangler unlimited sport,excellent,83.0,manual,36.9148,-76.2437
14390,2004.0,jeep,wrangler unlimited tj,excellent,135.0,automatic,36.9148,-76.2437
8250,2009.0,hyundai,santa fe gls awd,excellent,111.0,automatic,36.9148,-76.2437
8790,2007.0,hyundai,santa fe se,excellent,72.0,automatic,36.9148,-76.2437
21000,2010.0,ford,f-250 super duty,excellent,132.0,automatic,36.9148,-76.2437
17998,2006.0,ford,f-250 suer duty xlt,excellent,144.0,automatic,36.9148,-76.2437
0,2015.0,audi,q7,,75135.0,automatic,,
15998,2009.0,ford,f-250 super duty lariat,excellent,106.0,automatic,36.9148,-76.2437
0,2011.0,nissan,frontier,,108185.0,automatic,36.918,-76.2004
28998,2015.0,ford,expedition platinum 4x4,like new,97.0,automatic,36.9148,-76.2437
0,2011.0,ford,f-150,,82821.0,automatic,36.918,-76.2004
0,2012.0,ram,1500,,54332.0,automatic,36.918,-76.2004
5500,2010.0,ford,escape,excellent,146100.0,automatic,37.025,-77.1055
6299,2005.0,ram,,,,automatic,36.7352,-76.2384
39998,2015.0,ford,f-350 super duty,like new,85.0,automatic,36.9148,-76.2437
18498,2006.0,ford,f-350 super duty drw,like new,123.0,automatic,36.9148,-76.2437
13500,2016.0,ford,fiesta st,like new,73.0,manual,36.9148,-76.2437
6990,2003.0,ford,f-150 xlt 4x4,excellent,137.0,automatic,36.9148,-76.2437
10995,2015.0,nissan,altima,,45238.0,automatic,36.9075,-76.2323
8500,2009.0,nissan,frontier se,,182000.0,automatic,36.8226,-76.2112
9500,2007.0,,Hummer H3 Adventure,,112000.0,automatic,36.8226,-76.2112
23800,2018.0,dodge,challenger sxt coupe 2d,good,10469.0,other,36.84,-76.28
24998,2008.0,ford,f-350 super duty lariat,like new,72.0,automatic,36.9148,-76.2437
4990,2001.0,jaguar,s-type,,62000.0,automatic,36.8226,-76.2112
5998,1997.0,ford,f-150 xl,excellent,151.0,automatic,36.9148,-76.2437
6990,2012.0,nissan,rogue s,,124000.0,automatic,36.8226,-76.2112
14500,2007.0,harley-davidson,davidson,like new,145.0,automatic,36.9148,-76.2437
14899,2012.0,mercedes-benz,c350 sport,like new,64000.0,automatic,36.8392,-76.1522
25998,2014.0,ford,f-150 lariat 4x4,excellent,91.0,automatic,36.9148,-76.2437
23790,2015.0,ford,f-150 lariat,like new,110.0,automatic,36.9148,-76.2437
20990,2009.0,ram,2500 slt 4x4,excellent,133.0,automatic,36.9148,-76.2437
10990,2003.0,ram,2500 laramie 4x4,good,179.0,automatic,36.9148,-76.2437
10800,2006.0,ram,1500 slt 4x4,excellent,123.0,automatic,36.9148,-76.2437
14990,2006.0,ram,2500 slt,excellent,134.0,automatic,36.9148,-76.2437
6995,1996.0,chevrolet,1500 4x4,,183227.0,automatic,38.2629,-77.4949
6398,2001.0,ram,1500 laramie,excellent,125.0,automatic,36.9148,-76.2437
9500,2010.0,chrysler,300,like new,89.0,automatic,36.9148,-76.2437
19290,2012.0,chevrolet,silverado 1500,excellent,111.0,automatic,36.9148,-76.2437
13998,2008.0,chevrolet,suburban ltz,excellent,129.0,automatic,36.9148,-76.2437
7495,2013.0,kia,optima lx,excellent,94536.0,automatic,36.8072,-76.2213
4300,2008.0,honda,fit,excellent,116000.0,automatic,36.7755,-76.181
24981,2014.0,ram,1500 crew cab,like new,90300.0,automatic,37.0601,-76.3087
16890,2003.0,chevrolet,silverado 2500hd,excellent,115.0,automatic,36.9148,-76.2437
0,2011.0,jeep,grand cherokee,,78008.0,automatic,36.9046,-76.1336
16499,2017.0,ford,fusion titanium,like new,18000.0,automatic,37.0462,-76.4096
0,2014.0,subaru,impreza wrx,,59631.0,manual,36.9046,-76.1336
0,2013.0,ford,f-150,,76818.0,automatic,36.9046,-76.1336
0,2016.0,hyundai,genesis,,28346.0,manual,36.9046,-76.1336
8000,1967.0,chevrolet,c10,,,automatic,37.1221,-76.4323
8998,2014.0,volkswagen,jetta sedan,excellent,56930.0,manual,,
19499,2010.0,gmc,sierra 1500,,137651.0,automatic,35.9318,-79.9891
25400,2017.0,buick,enclave leather sport,good,37909.0,automatic,36.84,-76.28
24600,2018.0,chrysler,pacifica limited,good,45292.0,other,36.84,-76.28
5990,2007.0,honda,cr-v,,102739.0,automatic,36.8698,-76.225
5990,2008.0,chevrolet,colorado,,121793.0,automatic,36.8698,-76.225
4990,2004.0,gmc,sierra,,158085.0,automatic,36.8698,-76.225
4990,2008.0,toyota,scion xd,,98344.0,automatic,36.8698,-76.225
0,2014.0,ford,f-150,,,automatic,36.918,-76.2004
0,2015.0,volkswagen,cc,,75230.0,automatic,36.9046,-76.1336
5990,2007.0,gmc,envoy,,150369.0,automatic,36.8698,-76.225
3450,2003.0,toyota,rav4,,,automatic,36.8698,-76.225
3450,2002.0,honda,odyssey,,145347.0,automatic,36.8698,-76.225
2990,2003.0,honda,civic,,198340.0,automatic,36.8698,-76.225
25300,2017.0,mazda,mx-5 miata rf grand,good,11739.0,other,36.84,-76.28
10000,2013.0,chrysler,town country,good,65607.0,automatic,36.7841,-76.0811
3999,2003.0,nissan,murano se awd,excellent,122000.0,automatic,36.8052,-76.22399999999998
3499,2004.0,toyota,avalon xls,excellent,118000.0,automatic,36.8052,-76.22399999999998
7495,2011.0,gmc,terrain,excellent,127589.0,automatic,36.8072,-76.2213
2000,2000.0,ford,explorer,excellent,209000.0,automatic,37.0981,-76.8966
4000,1987.0,bmw,,excellent,215000.0,manual,36.9811,-76.6368
3995,2012.0,nissan,sentra,excellent,120550.0,automatic,36.8072,-76.2213
9000,2011.0,volkswagen,tiguan se 4motion,good,,automatic,37.1686,-76.4581
3500,2010.0,mercury,milan,excellent,119756.0,automatic,36.8072,-76.2213
12000,1917.0,ford,model t,good,42222.0,other,37.0302,-76.4512
3800,2006.0,mercedes-benz,benz e350,,189.0,automatic,37.0081,-76.3981
750,2000.0,dodge,caravan,salvage,172278.0,automatic,36.9829,-76.6318
0,2015.0,gmc,sierra 1500,,92126.0,automatic,36.918,-76.2004
12995,2008.0,toyota,tundra,,158322.0,automatic,36.8045,-76.385
27999,2016.0,toyota,tacoma,,60439.0,other,35.9318,-79.9891
5995,2007.0,honda,civic sedan,,151566.0,automatic,36.9075,-76.2323
2500,2005.0,ford,explorer,good,155000.0,automatic,36.8881,-76.1446
26600,2015.0,chevrolet,camaro ss coupe 2d,good,11350.0,automatic,36.84,-76.28
7555,2012.0,kia,soul,,85978.0,manual,36.7961,-76.2353
21875,2016.0,dodge,durango,,80692.0,automatic,36.7961,-76.2353
8975,2014.0,volkswagen,jetta,,84397.0,automatic,36.7961,-76.2353
0,2011.0,ford,f-150,,92294.0,automatic,36.9046,-76.1336
0,2012.0,ram,2500,,94984.0,automatic,36.918,-76.2004
15495,2010.0,chevrolet,tahoe,excellent,164572.0,automatic,36.8934,-76.2231
28975,2014.0,ram,1500,,53407.0,automatic,36.7961,-76.2353
15355,2008.0,jeep,wrangler,,57268.0,automatic,36.7961,-76.2353
29425,2019.0,volkswagen,golf gti,,675.0,manual,36.7961,-76.2353
23322,2018.0,ford,transit 250 cargo van,excellent,37267.0,automatic,36.6434,-76.242
8990,2010.0,jeep,grand cherokee,,,automatic,36.8444,-76.0348
25677,2018.0,chevrolet,express 2500 cargo van,like new,5655.0,automatic,36.6883,-76.2305
29755,2018.0,ford,e350 box van,excellent,23990.0,automatic,36.6883,-76.2305
0,2011.0,volkswagen,jetta,,81885.0,automatic,36.918,-76.2004
20990,2013.0,ford,f150,,,automatic,36.8441,-76.0347
30755,2018.0,ram,promaster 2500 cargo,excellent,7382.0,automatic,36.6883,-76.2305
38933,2018.0,ram,promaster 3500 utility van,like new,3197.0,automatic,36.6883,-76.2305
5999,2007.0,toyota,prius,,,automatic,36.6434,-76.242
26677,2019.0,chevrolet,express 2500 cargo van,like new,151.0,automatic,36.6883,-76.2305
18744,2016.0,ram,promaster city,excellent,17226.0,automatic,36.6883,-76.2305
3000,2007.0,subaru,impreza,,132000.0,automatic,36.6224,-76.0249
30633,2019.0,ford,transit 250 cargo van,like new,2788.0,automatic,36.7205,-76.24
35644,2019.0,ford,transit 12 passenger van,excellent,7788.0,automatic,36.6434,-76.242
29644,2019.0,chevrolet,express 3500 12 passenger,excellent,8756.0,automatic,36.6434,-76.242
32533,2017.0,ford,transit 150 medium roof,excellent,12576.0,automatic,36.6434,-76.242
28650,2018.0,chevrolet,silverado,excellent,35410.0,automatic,37.4126,-76.5464
2500,1996.0,chevrolet,trailblazer lt,,,automatic,36.9202,-76.21600000000002
0,2014.0,gmc,sierra 1500,,79199.0,automatic,36.9046,-76.1336
0,2012.0,jeep,liberty,,70070.0,automatic,36.9046,-76.1336
0,2008.0,infiniti,g37,,85526.0,automatic,36.9046,-76.1336
0,2007.0,toyota,tacoma,,84039.0,automatic,36.918,-76.2004
2500,1999.0,toyota,corolla,,,automatic,36.9202,-76.21600000000002
12000,2004.0,chevrolet,silverado 2500hd,good,204000.0,automatic,36.7304,-76.5931
6100,2004.0,ford,f250,good,109500.0,automatic,36.8348,-76.0961
7000,2010.0,jeep,patriot limited 4x4,excellent,99000.0,automatic,36.7352,-76.2384
7500,1968.0,buick,skylark,,,automatic,37.4617,-76.8321
0,2013.0,chevrolet,equinox,,125779.0,automatic,36.9075,-76.2323
1299,2003.0,ford,crown victoria,good,187000.0,automatic,36.6748,-76.3917
19600,2013.0,bmw,528i,like new,35691.0,automatic,36.7341,-76.0359
8700,2012.0,honda,civic,excellent,47062.0,automatic,37.0074,-76.3801
7500,2007.0,infiniti,g35s,excellent,,automatic,37.0462,-76.4096
27566,2018.0,dodge,grand caravan se,excellent,33498.0,automatic,36.6434,-76.242
2500,2006.0,ford,escape xlt,excellent,159000.0,automatic,36.7984,-76.0867
23900,2011.0,infiniti,qx56,like new,77000.0,automatic,37.0462,-76.4096
7500,2007.0,infiniti,g35s,excellent,,automatic,37.0462,-76.4096
14000,2015.0,volkswagen,passat tdi se sedan,good,76661.0,automatic,36.84,-76.28
21200,2017.0,honda,civic ex-l sedan 4d,good,19458.0,automatic,36.84,-76.28
19900,2013.0,bmw,3 series 335i xdrive sedan,good,75665.0,automatic,36.84,-76.28
2995,2002.0,volkswagen,golf gls,,171147.0,automatic,38.2631,-77.4949
6995,2002.0,ford,mustang gt,,99984.0,manual,38.2629,-77.4947
23995,2013.0,ford,e150 passenger van,,24953.0,automatic,38.2629,-77.4946
3000,2002.0,lincoln,navigator,excellent,162000.0,automatic,36.7984,-76.0867
16995,2011.0,toyota,tundra double cab sr5 4x4,,152175.0,automatic,38.26300000000001,-77.4949
17995,2006.0,ford,f-250 crewcab lariat 4x4,,219680.0,automatic,38.2629,-77.4949
25995,2012.0,ford,f150 supercrew 4x4,,93697.0,automatic,38.2629,-77.4948
25995,2013.0,chevrolet,2500hd crew 4x4,,90920.0,automatic,38.2629,-77.4948
15995,2012.0,jeep,wrangler unlimited,,141659.0,automatic,38.26300000000001,-77.4947
27866,2019.0,ford,transit 250 cargo van,excellent,6734.0,automatic,36.6434,-76.242
21995,2014.0,ram,1500 regular cab 4x4,,54162.0,automatic,38.26300000000001,-77.4948
16995,2004.0,chevrolet,2500hd 4x4,,184527.0,automatic,38.26300000000001,-77.4947
3200,2008.0,ford,fusion sel,good,150200.0,automatic,36.7862,-76.0035
2500,2005.0,honda,pilot ex-l,excellent,214000.0,automatic,36.7984,-76.0867
1100,2002.0,honda,odyssey,good,240000.0,automatic,36.8089,-76.3671
6500,2011.0,buick,regal,excellent,85000.0,manual,36.7862,-76.0035
4000,2009.0,hyundai,elantra,good,129436.0,automatic,36.9811,-76.6368
5990,2007.0,bmw,328i,like new,118784.0,automatic,36.8433,-76.028
8990,2010.0,mazda,speed3,like new,105588.0,manual,36.8433,-76.028
17990,2016.0,subaru,outback premium,like new,43141.0,automatic,36.8431,-76.0279
3450,2007.0,pontiac,g5,,134642.0,automatic,36.8698,-76.225
6990,2010.0,chevrolet,traverse,like new,152248.0,automatic,36.8433,-76.028
7990,2011.0,volkswagen,tiguan sel,excellent,94162.0,automatic,36.8433,-76.028
13500,1985.0,chevrolet,monte carlo ss,like new,,automatic,36.7304,-76.5931
13495,2014.0,cadillac,srx,excellent,104485.0,automatic,36.8934,-76.2231
9490,2010.0,buick,enclave cxl,like new,124853.0,automatic,36.8431,-76.0279
11990,2014.0,gmc,acadia sle,like new,118449.0,automatic,36.8433,-76.028
2800,2010.0,mitsubishi,galant,,,automatic,36.8695,-76.3869
10995,2004.0,gmc,1500 x-cab 4x4,,189326.0,automatic,38.2629,-77.4946
2990,2004.0,honda,accord,,,automatic,36.8698,-76.225
12900,2004.0,ford,f150,excellent,143000.0,automatic,36.8012,-76.423
3750,2004.0,honda,cr-v,excellent,149959.0,automatic,36.8072,-76.2213
13995,2013.0,bmw,x5,excellent,95955.0,automatic,36.8934,-76.2231
4990,2007.0,subaru,outback,,120848.0,automatic,36.8698,-76.225
24200,2017.0,chevrolet,traverse lt sport,good,30935.0,other,36.84,-76.28
26300,2016.0,dodge,durango sxt plus sport,good,28538.0,other,36.84,-76.28
14500,2006.0,chevrolet,silverado,good,275000.0,automatic,36.6434,-76.242
0,2015.0,jeep,wrangler unlimited,,90689.0,automatic,,
5990,2008.0,nissan,rogue,,119748.0,,36.8698,-76.225
11999,2010.0,mazda,rx-8 r3,,58288.0,manual,36.9155,-76.2479
24800,2017.0,chevrolet,camaro lt coupe 2d,good,12172.0,other,36.84,-76.28
25500,2014.0,dodge,challenger r/t coupe 2d,good,10739.0,other,36.84,-76.28
13800,2015.0,subaru,forester,excellent,100881.0,automatic,36.8934,-76.2231
24995,2010.0,ford,f-350 sd,excellent,124676.0,automatic,36.8934,-76.2231
22995,2016.0,ford,mustang,excellent,21863.0,automatic,36.8934,-76.2231
4990,2006.0,honda,accord,,185551.0,automatic,36.8698,-76.225
8899,2010.0,hyundai,genesis coupe 2.0t,,75650.0,automatic,36.9155,-76.2479
13995,2017.0,nissan,altima,excellent,84981.0,automatic,36.8934,-76.2231
15495,2011.0,toyota,highlander,excellent,111880.0,automatic,36.8934,-76.2231
12995,2008.0,lexus,ls 460,excellent,169041.0,automatic,36.8934,-76.2231
8495,2007.0,honda,odyssey,excellent,133968.0,automatic,36.8934,-76.2231
7995,2013.0,ford,focus,excellent,74003.0,automatic,36.8934,-76.2231
14995,2016.0,nissan,maxima,excellent,56688.0,automatic,36.8934,-76.2231
18995,2013.0,mercedes-benz,m-class,excellent,74959.0,automatic,36.8934,-76.2231
15495,2016.0,dodge,charger,excellent,82012.0,automatic,36.8934,-76.2231
15995,2014.0,jeep,grand cherokee,excellent,124625.0,automatic,36.8934,-76.2231
15995,2011.0,ford,f-150,,128213.0,automatic,36.8045,-76.385
28900,2015.0,ford,f-150,excellent,73732.0,automatic,36.8934,-76.2231
3800,2006.0,ford,fusion,excellent,129901.0,automatic,36.8934,-76.2231
9450,2012.0,hyundai,genesis,excellent,126091.0,manual,,
19995,2017.0,dodge,charger,excellent,38991.0,automatic,36.8934,-76.2231
14995,2014.0,bmw,5-series,excellent,114848.0,automatic,36.8934,-76.2231
12900,2013.0,hyundai,santa fe,excellent,91660.0,automatic,36.8934,-76.2231
23900,2016.0,toyota,4runner,excellent,145753.0,automatic,36.8934,-76.2231
17500,2014.0,dodge,durango,excellent,57406.0,automatic,36.9152,-76.2151
13500,2013.0,hyundai,santa fe,excellent,67695.0,automatic,36.8934,-76.2231
15900,2015.0,chevrolet,equinox,excellent,67603.0,automatic,36.8934,-76.2231
19900,2017.0,ford,mustang,excellent,28943.0,automatic,36.8934,-76.2231
7900,2015.0,mazda,mazda3,excellent,100133.0,automatic,36.8934,-76.2231
7500,2016.0,fiat,500,excellent,34261.0,manual,36.8934,-76.2231
13499,2011.0,ford,mustang gt premium,,85189.0,manual,36.9155,-76.2479
18999,2016.0,dodge,charger sxt awd,,76434.0,automatic,36.9155,-76.2479
0,2014.0,chevrolet,silverado,like new,,other,36.9148,-76.2437
19800,2017.0,chevrolet,camaro ls coupe 2d,good,22199.0,other,36.84,-76.28
9990,2009.0,chevrolet,silverado,,,automatic,36.8698,-76.225
4450,2008.0,subaru,outback,,152488.0,automatic,36.8698,-76.225
3800,2008.0,,isuzu ascender,,96.0,automatic,36.9975,-76.4025
24800,2017.0,chevrolet,colorado crew cab lt,good,31756.0,other,36.84,-76.28
23700,2014.0,ford,f150 super cab stx pickup,good,50585.0,other,36.84,-76.28
7800,2008.0,chevrolet,express 3500 cargo van,excellent,,automatic,37.1132,-76.5179
6000,1985.0,chevrolet,blazer 4x4,good,,automatic,36.8035,-76.327
4990,2006.0,jeep,liberty,,126508.0,automatic,36.8698,-76.225
15995,2011.0,ford,f-150,excellent,150144.0,automatic,38.269,-77.4438
10995,2007.0,chevrolet,suburban,excellent,175503.0,automatic,38.269,-77.4438
0,2010.0,ford,f150,excellent,37869.0,automatic,37.6237,-77.3074
0,2016.0,hyundai,azera,,35529.0,automatic,,
4000,1966.0,pontiac,catalina 2dr ht,,,automatic,37.2799,-75.9721
2990,2004.0,mercury,sable,,150266.0,automatic,36.8698,-76.225
3750,2005.0,honda,pilot,excellent,209025.0,automatic,36.8072,-76.2213
5990,2008.0,ford,explorer,,145547.0,automatic,36.8698,-76.225
4990,2005.0,honda,accord,,95174.0,automatic,36.8698,-76.225
4650,2005.0,volkswagen,jetta,,137344.0,automatic,36.8698,-76.225
4450,2004.0,acura,tl,,152880.0,automatic,36.8698,-76.225
4990,2007.0,volkswagen,gti,excellent,116445.0,manual,36.8282,-76.0237
3850,1998.0,nissan,maxima,,121694.0,automatic,36.8698,-76.225
2990,2000.0,ford,expedition,,,automatic,36.8698,-76.225
3450,2005.0,ford,taurus,,168526.0,automatic,36.8698,-76.225
3990,2007.0,ford,escape,,96096.0,,36.8698,-76.225
25600,2016.0,toyota,highlander le sport,good,29656.0,automatic,36.84,-76.28
27100,2016.0,toyota,highlander xle sport,good,34260.0,automatic,36.84,-76.28
2990,2002.0,honda,civic,,,automatic,36.8698,-76.225
4990,2008.0,dodge,caravan/grand caravan,,143249.0,automatic,36.8698,-76.225
5990,2007.0,toyota,camry,,101724.0,automatic,36.8698,-76.225
5990,2005.0,nissan,pathfinder,,121339.0,automatic,36.8698,-76.225
2750,2008.0,chevrolet,hhr,excellent,170256.0,automatic,36.8072,-76.2213
0,2012.0,ford,f-150,,62800.0,automatic,36.9046,-76.1336
3990,2004.0,saturn,vue,,136171.0,automatic,36.8698,-76.225
2990,2000.0,toyota,camry,,,automatic,36.8698,-76.225
1990,2008.0,chevrolet,uplander,,,automatic,36.8698,-76.225
4850,2009.0,dodge,grand caravan,,167450.0,automatic,36.8698,-76.225
3900,2003.0,ford,f-150,good,,automatic,38.0852,-76.7628
0,2008.0,subaru,outback,,192999.0,automatic,36.9046,-76.1336
2990,2003.0,chevrolet,blazer,,111916.0,automatic,36.8698,-76.225
1800,2006.0,nissan,altima,excellent,220111.0,automatic,36.8348,-76.0961
14900,2013.0,subaru,outback 2.5i wagon 4d,good,69479.0,automatic,36.84,-76.28
2990,2007.0,saturn,vue,,,automatic,36.8698,-76.225
2990,2006.0,toyota,corolla,,,automatic,36.8698,-76.225
3990,2006.0,chevrolet,impala,,102488.0,automatic,36.8698,-76.225
3450,2006.0,ford,escape,,143530.0,automatic,36.8698,-76.225
2990,2003.0,jeep,liberty,,142875.0,automatic,36.8698,-76.225
5990,2007.0,toyota,camry,,169733.0,automatic,36.8698,-76.225
6490,2007.0,gmc,acadia slt,excellent,144552.0,automatic,36.8282,-76.0237
3100,2004.0,bmw,325 xi awd w/manual,excellent,130145.0,manual,38.3153,-77.4741
2995,2006.0,hyundai,sonata,excellent,152326.0,automatic,36.8072,-76.2213
0,2006.0,ford,f250,excellent,170920.0,automatic,37.6237,-77.3074
5000,1987.0,jeep,wrangler,good,,automatic,36.8881,-76.1446
4990,2007.0,honda,accord,,157351.0,automatic,36.8698,-76.225
10000,1999.0,ford,mustang cobra convertible,good,88000.0,manual,36.8881,-76.1446
27500,2015.0,ford,f-250,,125705.0,automatic,36.8045,-76.385
5000,2010.0,volkswagen,jetta,good,102000.0,automatic,36.8529,-76.2878
4995,2009.0,toyota,camry,excellent,160235.0,automatic,36.8072,-76.2213
0,2008.0,jeep,wrangler,,128141.0,automatic,36.9046,-76.1336
3990,2003.0,ford,mustang,,145834.0,automatic,36.8698,-76.225
45900,2019.0,ford,f-150,,16696.0,automatic,38.3303,-77.7336
10900,2011.0,ford,ranger,,173743.0,automatic,38.3299,-77.7324
36900,2005.0,ford,f-550,,39458.0,automatic,38.3294,-77.7334
4996,2001.0,chrysler,pt cruiser,,76645.0,automatic,38.3302,-77.7327
2995,2009.0,hyundai,accent,excellent,149975.0,automatic,36.8072,-76.2213
0,2010.0,,Hummer H3T,,92582.0,automatic,36.9046,-76.1336
35900,2015.0,ford,f-250,,28746.0,automatic,38.3302,-77.7329
0,2011.0,toyota,tundra,,76503.0,automatic,36.918,-76.2004
0,2012.0,jeep,liberty,,78070.0,automatic,36.918,-76.2004
0,2011.0,cadillac,cts,,75451.0,automatic,36.918,-76.2004
0,2011.0,subaru,forester,,81238.0,automatic,36.918,-76.2004
5990,2007.0,nissan,xterra,,154063.0,automatic,36.8698,-76.225
0,2018.0,volkswagen,passat,,15000.0,automatic,,
3900,2002.0,ford,crown victoria,excellent,84590.0,automatic,36.8348,-76.0961
3990,2003.0,mitsubishi,eclipse,,172755.0,automatic,36.8698,-76.225
26000,2018.0,toyota,tacoma double cab sr,good,21176.0,other,36.84,-76.28
3990,2005.0,ford,explorer,,178617.0,automatic,36.8698,-76.225
1900,2002.0,ford,f-150,fair,148350.0,automatic,36.8643,-76.2271
9995,2009.0,mercedes-benz,c-class,excellent,79180.0,automatic,,
3990,2003.0,honda,pilot,,242155.0,automatic,36.8698,-76.225
2400,2002.0,honda,civic,excellent,230000.0,automatic,36.8695,-76.3869
3990,2007.0,chrysler,pacifica,,,automatic,36.8698,-76.225
2000,2003.0,dodge,durango,good,169752.0,automatic,36.8914,-76.2396
19900,1966.0,,1966 ChevyII,excellent,300.0,automatic,37.058,-76.4607
3450,2001.0,toyota,camry,,174683.0,automatic,36.8698,-76.225
13995,2013.0,audi,a6,,98309.0,automatic,36.8045,-76.385
3699,2006.0,ford,expedition,,,automatic,36.7352,-76.2384
3499,2002.0,lexus,rx 300,,,automatic,36.7352,-76.2384
9500,2004.0,cadillac,escalade,like new,93000.0,automatic,36.8392,-76.1522
7900,2011.0,honda,insight ex,good,45132.0,automatic,36.8343,-76.3115
3450,2003.0,jeep,liberty,,162046.0,automatic,36.8698,-76.225
5750,2006.0,bmw,x5 4.4i v8,excellent,153000.0,automatic,36.8975,-76.3029
17890,2011.0,jeep,wrangler unlimited 4x4,good,,automatic,36.8881,-76.1446
0,2016.0,kia,k900,,35998.0,automatic,,
7497,2007.0,ford,expedition 4x4,excellent,188872.0,automatic,36.8161,-76.2778
3497,2005.0,ford,freestyle,excellent,167274.0,automatic,36.8161,-76.2778
9997,2008.0,ram,1500,excellent,177960.0,automatic,36.8161,-76.2778
4797,2006.0,toyota,sienna xle,excellent,204053.0,automatic,36.8161,-76.2778
5997,2002.0,chevrolet,tahoe 4x4,excellent,208975.0,automatic,36.8161,-76.2778
4797,2001.0,chevrolet,tahoe,excellent,165809.0,automatic,36.8161,-76.2778
3997,2004.0,ford,escape xlt 4x4,excellent,128953.0,automatic,36.8161,-76.2778
3497,2001.0,ford,expedition,excellent,170809.0,automatic,36.8161,-76.2778
0,2011.0,ram,2500,excellent,68015.0,automatic,37.6237,-77.3074
14975,2017.0,ford,escape,,62973.0,automatic,36.7961,-76.2353
24375,2012.0,ram,1500,,71081.0,automatic,36.7961,-76.2353
20991,2011.0,ram,1500,,88876.0,automatic,36.7961,-76.2353
10995,2014.0,jeep,patriot,,91678.0,automatic,36.7961,-76.2353
0,2015.0,ford,transit connect vans,,63919.0,automatic,,
27990,2015.0,jeep,wrangler unlimited,,38491.0,automatic,36.7961,-76.2353
11555,2014.0,jeep,cherokee,,82079.0,automatic,36.7961,-76.2353
2900,2007.0,toyota,prius,like new,218.0,automatic,36.9274,-76.1385
40000,2016.0,chevrolet,suburban ltz,excellent,54100.0,automatic,36.9168,-76.2875
30000,1968.0,chevrolet,camaro,excellent,,automatic,36.783,-75.9928
13890,2011.0,jeep,grand cherokee,,,automatic,36.8443,-76.0349
6895,2010.0,honda,odyssey touring,excellent,179800.0,automatic,37.1256,-76.4469
10000,2006.0,lincoln,mark lt,excellent,180000.0,automatic,36.7651,-76.1361
1500,2007.0,ford,fusion se,good,150080.0,automatic,37.3178,-76.7634
9490,2010.0,honda,odyssey,,,automatic,36.8443,-76.0348
0,2016.0,jeep,cherokee,,40840.0,automatic,,
25900,2019.0,ram,1500 classic quad cab,good,2896.0,other,36.84,-76.28
20700,2016.0,ford,mustang v6 coupe 2d,good,15596.0,automatic,36.84,-76.28
0,2013.0,subaru,tribeca,,94902.0,automatic,36.9046,-76.1336
0,2014.0,jeep,grand cherokee,,78483.0,automatic,36.918,-76.2004
0,2013.0,nissan,xterra,,71422.0,automatic,36.9046,-76.1336
0,2013.0,ford,f-150,,,automatic,36.918,-76.2004
0,2010.0,audi,a4,,74155.0,automatic,36.9046,-76.1336
0,2010.0,cadillac,escalade,,71471.0,automatic,36.918,-76.2004
0,2008.0,chevrolet,silverado 2500hd,,248006.0,automatic,36.9046,-76.1336
0,2012.0,ram,1500,,102124.0,automatic,36.918,-76.2004
0,2008.0,jeep,wrangler,,,automatic,36.918,-76.2004
0,2004.0,infiniti,g35,,107546.0,manual,36.9046,-76.1336
16500,2007.0,chevrolet,corvette,excellent,139000.0,automatic,36.3096,-76.5436
3499,2004.0,nissan,murano,excellent,181000.0,automatic,36.8052,-76.2294
65000,2016.0,tesla,model x 90d,like new,50210.0,other,36.7352,-76.2384
0,2015.0,,Maserati Ghibli,,26101.0,automatic,,
2200,2004.0,mercury,mountaineer,good,,automatic,36.6434,-76.242
10500,1971.0,jeep,wrangler cj-5,,,manual,38.271,-77.6447
0,2017.0,audi,a8,,60955.0,automatic,,
5000,2011.0,ford,f-150,good,224248.0,automatic,36.8914,-76.2396
11000,2008.0,toyota,tundra,good,155500.0,automatic,36.8089,-76.3671
0,2013.0,mercedes-benz,s-class,,69016.0,automatic,,
0,2012.0,honda,civic,,94249.0,manual,,
27995,2014.0,chevrolet,1500 crew 4x4,,68377.0,automatic,38.26300000000001,-77.4949
0,2017.0,jeep,wrangler unlimited,,29836.0,automatic,36.9046,-76.1336
21995,2006.0,gmc,sierra 2500hd 4x4,,175742.0,automatic,38.26300000000001,-77.4949
